pfr_player_id,pfr_player_name,player_id,pick,round,season,pass_attempt_difference,starting_team,is_on_new_team,total_pts,total_games,points_per_game,total_targets,targets_per_game,wopr_per_game,epa_per_game,air_yards_per_game,points_ly,targets_ly,targets_pg_ly,total_games_ly,points_2y,targets_2y,targets_pg_2y,total_games_2y,points_3y,targets_3y,targets_pg_3y,total_games_3y,epa_pg_ly,wopr_pg_ly,air_yards_pg_ly,wopr_pg_2y,wopr_pg_3y,years_pro,position,total_positional_investment,targets_added_this_year,target_dropoff,combine_cluster,pfr_id
DoubRo00,Romeo Doubs,00-0037816,132,4,2023,0,GB,0,84.60000000000001,7,12.085714285714287,51,7.285714285714286,0.4899885776065219,-0.2974954505384691,80.14285714285714,7.815384615384615,67,5.153846153846154,13,0,0,0,0,0,0,0,0,-0.18306123981404238,0.3674822616463293,48.61538461538461,0,0,1,WR,0.68,0,235,6,DoubRo00
GrayDa02,Danny Gray,00-0037828,105,3,2022,0,SF,0,2.9,5,0.58,7,1.4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,91,49,2,GrayDa02
LikeIs00,Isaiah Likely,00-0037838,139,4,2022,0,BAL,0,91.3,14,6.521428571428571,60,4.285714285714286,0.3073584455637223,-0.38237374691896026,28.928571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0.19,75,199,10,LikeIs00
LikeIs00,Isaiah Likely,00-0037838,139,4,2023,0,BAL,0,8.2,4,2.05,5,1.25,0.10217340403819469,0.4409166111727245,9.25,6.521428571428571,60,4.285714285714286,14,0,0,0,0,0,0,0,0,-0.38237374691896026,0.3073584455637223,28.928571428571427,0,0,1,TE,0,53,173,10,LikeIs00
FergJa00,Jake Ferguson,00-0038041,129,4,2022,0,DAL,0,48.4,11,4.3999999999999995,22,2,0.11209601357533847,0.7172977858933417,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,81,201,9,FergJa00
FergJa00,Jake Ferguson,00-0038041,129,4,2023,0,DAL,0,60.7,7,8.671428571428573,33,4.714285714285714,0.289983956144234,1.247481890179676,21.142857142857142,4.3999999999999995,22,2,11,0,0,0,0,0,0,0,0,0.7172977858933417,0.11209601357533847,7,0,0,1,TE,0.47,93,184,9,FergJa00
KolaCh00,Charlie Kolar,00-0038046,128,4,2022,0,BAL,0,8.9,1,8.9,6,6,0.31256651657797785,2.571820084481448,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0.16,75,199,9,KolaCh00
KolaCh00,Charlie Kolar,00-0038046,128,4,2023,0,BAL,0,0,1,0,1,1,0.1521978021978022,-0.5717483013868332,12,8.9,6,6,1,0,0,0,0,0,0,0,0,2.571820084481448,0.31256651657797785,49,0,0,1,TE,0,53,173,9,KolaCh00
MoorSk01,Skyy Moore,00-0038090,54,2,2022,0,KC,0,49.400000000000006,14,3.528571428571429,33,2.357142857142857,0,0,18.642857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,83,279,4,MoorSk01
MoorSk01,Skyy Moore,00-0038090,54,2,2023,0,KC,0,39.099999999999994,8,4.887499999999999,27,3.375,0.22894392763388924,-1.1520501208717724,34.25,3.528571428571429,33,2.357142857142857,14,0,0,0,0,0,0,0,0,0,0,18.642857142857142,0,0,1,WR,0.49,70,148,4,MoorSk01
EzukEr00,Erik Ezukanma,00-0038092,125,4,2022,0,MIA,0,1.3,1,1.3,1,1,0.04074074074074074,-1.0125225936062634,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,240,207,3,EzukEr00
EzukEr00,Erik Ezukanma,00-0038092,125,4,2023,0,MIA,0,2.2,2,1.1,1,0.5,0,0,4,1.3,1,1,1,0,0,0,0,0,0,0,0,-1.0125225936062634,0.04074074074074074,-4,0,0,1,WR,0.08,76,109,3,EzukEr00
ThorTy00,Tyquan Thornton,00-0038104,50,2,2022,0,NE,0,66.3,12,5.5249999999999995,45,3.75,0.3429488824564284,-0.24111045961686628,53.416666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,117,33,2,ThorTy00
ThorTy00,Tyquan Thornton,00-0038104,50,2,2023,0,NE,0,2.8,2,1.4,3,1.5,0.16377306168647426,-0.3883651354117319,23.5,5.5249999999999995,45,3.75,12,0,0,0,0,0,0,0,0,-0.24111045961686628,0.3429488824564284,53.416666666666664,0,0,1,WR,0.15,186,191,2,ThorTy00
BellDa00,Daniel Bellinger,00-0038115,112,4,2022,0,NYG,0,75,11,6.818181818181818,35,3.1818181818181817,0.2383067477901318,0.8815241356046912,12.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,19,189,10,BellDa00
BellDa00,Daniel Bellinger,00-0038115,112,4,2023,0,NYG,0,6.2,5,1.24,5,1,0.09708329390193411,0.07135423757135868,1.6,6.818181818181818,35,3.1818181818181817,11,0,0,0,0,0,0,0,0,0.8815241356046912,0.2383067477901318,12.727272727272727,0,0,1,TE,0,134,158,10,BellDa00
RobiWa01,Wan'Dale Robinson,00-0038117,43,2,2022,0,NYG,0,51.6,6,8.6,31,5.166666666666667,0.35183912473343404,1.963637602734796,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,19,189,1,RobiWa01
RobiWa01,Wan'Dale Robinson,00-0038117,43,2,2023,0,NYG,0,41.800000000000004,6,6.966666666666668,28,4.666666666666667,0.3341361986012948,1.6134164820588388,16.333333333333332,8.6,31,5.166666666666667,6,0,0,0,0,0,0,0,0,1.963637602734796,0.35183912473343404,32,0,0,1,WR,0.39,134,158,1,RobiWa01
WatsCh00,Christian Watson,00-0038124,34,2,2022,0,GB,0,164.1,14,11.721428571428572,66,4.714285714285714,0.42695392891406087,2.1936144283663372,65.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.22,49,248,3,WatsCh00
WatsCh00,Christian Watson,00-0038124,34,2,2023,0,GB,0,34.1,4,8.525,24,6,0.5020140474343944,-2.0435929055529414,93,11.721428571428572,66,4.714285714285714,14,0,0,0,0,0,0,0,0,2.1936144283663372,0.42695392891406087,65.07142857142857,0,0,1,WR,0.68,0,235,3,WatsCh00
OttoCa00,Cade Otton,00-0038129,106,4,2022,0,TB,0,93.10000000000001,14,6.65,65,4.642857142857143,0.20784620112439386,0.3551500644033205,22.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0.06,293,241,8,OttoCa00
OttoCa00,Cade Otton,00-0038129,106,4,2023,0,TB,0,47.400000000000006,7,6.771428571428572,29,4.142857142857143,0.24245711264509037,-0.4275869760853571,24.142857142857142,6.65,65,4.642857142857143,14,0,0,0,0,0,0,0,0,0.3551500644033205,0.20784620112439386,22.857142857142858,0,0,1,TE,0.11,0,217,8,OttoCa00
