pfr_player_id,pfr_player_name,player_id,pick,round,season,pass_attempt_difference,starting_team,is_on_new_team,total_pts,total_games,total_targets,total_wopr,total_rec,total_epa,total_air_yards,pro_fr_id,estimated_pfr_id,new_pfr_id,display_name,fixed_pfr_id,season_snaps,avg_snap_rate,snap_games_played,pts_per_snap,targets_per_snap,wopr_per_snap,catch_rate,points_per_game,targets_per_game,wopr_per_game,epa_per_game,air_yards_per_game,points_pg_ly,targets_ly,targets_pg_ly,total_games_ly,points_2y,targets_2y,targets_pg_2y,total_games_2y,points_3y,targets_3y,targets_pg_3y,total_games_3y,epa_pg_ly,wopr_pg_ly,air_yards_pg_ly,wopr_pg_2y,wopr_pg_3y,points_per_snap_ly,targets_per_snap_ly,wopr_per_snap_ly,total_snaps_ly,catch_rate_ly,total_pts_ly,years_pro,position,total_positional_investment,targets_added_this_year,fp_added_this_year,target_dropoff,fp_dropoff,combine_cluster,pfr_id,starter_qbr_ly,qbr_ly_bin,starter_epa_persnap_passing_ly,starter_epa_passing_ly,total_passing_tds_ly,total_passing_yds_ly,total_passing_fp_ly,coach,games_this_year,total_games_coached,is_returning_coach,hc_years_with_team
SkowBe00,Ben Skowronek,00-0036862,249,7,2022,0,LA,no,84.30000000000001,14,61,4.3729984564593245,39,-5.488619681622367,480,SkowBe00,0,SkowBe00,0,0,696,60.539498602981176,14,0.10590452261306534,0.07663316582914573,0.005493716653843373,0.5492957746478874,6.021428571428572,4.357142857142857,0.3123570326042375,-0.39204426297302625,34.285714285714285,2.025,20,1.6666666666666667,12,0,0,0,0,0,0,0,0,0.11737999682467841,0.11633546361396513,17.5,0,0,0.08741007194244604,0.07194244604316546,0.005021674688372595,178,0.36666666666666664,24.3,1,WR,0,66,87.00000000000001,152,268.20000000000016,no_combine_cluster,NA,69.2,7,0.12871720116618077,88.3,50,6121,444.84000000000003,Sean McVay,17,107,1,6
TurnCo00,Cole Turner,00-0037078,149,5,2022,0,WAS,no,4.300000000000001,5,9,0.7357114416204747,2,-6.749382402018107,68,TurnCo00,0,TurnCo00,0,0,245,68.14523221162607,10,0.01246376811594203,0.02608695652173913,0.00213249693223326,0.10526315789473684,0.43000000000000005,0.9,0.07357114416204748,-0.6749382402018107,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,0,0,155,234.90000000000003,9,TurnCo00,60.6,5,0.08996913580246912,58.3,21,3746,233.84,Ron Rivera,17,59,1,3
CalcGr00,Grant Calcaterra,00-0037086,198,6,2022,0,PHI,no,13.1,5,9,0.5565706882766357,5,2.07799670603474,81,CalcGr00,0,CalcGr00,0,0,227,69.4830424523191,14,0.0400611620795107,0.027522935779816515,0.0017020510344851244,0.2631578947368421,0.9357142857142857,0.6428571428571429,0.03975504916261684,0.1484283361453386,5.785714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,174,275.40000000000003,82,132.58000000000004,8,CalcGr00,54.6,3,0.058520900321543404,36.4,21,3843,237.72,Nick Sirianni,17,43,1,2
YounDa02,Dareke Young,00-0037093,233,7,2022,0,SEA,no,4.4,1,2,0.10976457998929909,2,2.090640461887233,1,YounDa02,0,YounDa02,0,0,109,67.08739303881005,13,0.02105263157894737,0.009569377990430622,5.251893779392301e-4,0.16666666666666666,0.3384615384615385,0.15384615384615385,0.008443429229946084,0.1608184970682487,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.05,181,298.6,103,204.29999999999995,no_combine_cluster,NA,45.8,2,0.04716981132075472,22.5,30,3815,272.6,Pete Carroll,17,218,1,13
TourSa00,Samori Toure,00-0037098,258,7,2022,0,GB,no,19.2,4,10,0.8465009855394903,5,3.206173419358109,174,TourSa00,0,TourSa00,0,0,112,63.30089930709126,11,0.09056603773584905,0.04716981132075472,0.003992929177073067,0.25,1.7454545454545454,0.9090909090909091,0.07695463504904457,0.29147031085073716,15.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.83,49,70.4,248,460.3,no_combine_cluster,NA,74.1,8,0.13950819672131146,85.1,39,4751,346.03999999999996,Matt LaFleur,17,74,1,4
LondDr00,Drake London,00-0037238,8,1,2022,0,ATL,no,178.6,17,117,10.908700352549378,72,11.74235431805301,1212,LondDr00,0,LondDr00,0,0,819,61.951724540299686,17,0.194341675734494,0.12731229597388466,0.011870185367300737,0.5669291338582677,10.505882352941176,6.882352941176471,0.6416882560323164,0.6907267245913535,71.29411764705883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,185,328.29999999999995,235,376.20000000000005,5,LondDr00,53.2,3,0.03099787685774947,14.6,20,3987,239.48,Arthur Smith,17,43,1,2
OlavCh00,Chris Olave,00-0037239,11,1,2022,0,NO,no,198.2,15,119,10.087843880234228,72,23.803349911270896,1686,OlavCh00,0,OlavCh00,0,0,607,61.77973629302674,15,0.2803394625176803,0.16831683168316833,0.014268520339793816,0.5581395348837209,13.213333333333333,7.933333333333334,0.6725229253489485,1.5868899940847263,112.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,94,137.7,82,124.99999999999983,2,OlavCh00,NA,other,0,0,29,3437,253.48,Dennis Allen,17,26,0,1
WillJa11,Jameson Williams,00-0037240,12,1,2022,0,DET,no,15.100000000000001,6,9,0.8834516891805552,1,-1.3496521239867434,148,WillJa11,0,WillJa11,0,0,78,68.12921005722863,6,0.08483146067415731,0.05056179775280899,0.004963211736969411,0.05263157894736842,2.516666666666667,1.5,0.1472419481967592,-0.22494202066445723,24.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,22,34.4,59,62.69999999999993,6,WillJa11,45.5,1,0.07086882453151619,41.6,23,3884,247.36,Dan Campbell,17,42,1,2
PickGe00,George Pickens,00-0037247,52,2,2022,0,PIT,no,166.5,17,84,7.44358919634536,52,44.2961095223042,1240,PickGe00,0,PickGe00,0,0,882,68.24929270229113,17,0.1695519348268839,0.0855397148676171,0.007580029731512586,0.5531914893617021,9.794117647058824,4.9411764705882355,0.4378581880203153,2.6056535013120117,72.94117647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.16,4,7.6,171,218.5999999999999,4,PickGe00,NA,other,0,0,25,4232,269.28,Mike Tomlin,17,266,1,16
DulcGr00,Greg Dulcich,00-0037252,80,3,2022,0,DEN,no,86.10000000000001,10,55,4.228632968345635,33,0.46830821826852365,624,DulcGr00,0,DulcGr00,0,0,497,66.31179172916231,10,0.1442211055276382,0.09212730318257957,0.007083137300411449,0.5076923076923077,8.610000000000001,5.5,0.4228632968345635,0.046830821826852366,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,41,88.2,182,320.5,10,DulcGr00,60.6,5,0.09,45,20,3856,234.24,Nathaniel Hackett,15,15,0,1
BellDa02,David Bell,00-0037257,99,3,2022,0,CLE,no,45.4,14,35,2.3045436341507504,24,-11.099134047195548,250,BellDa02,0,BellDa02,0,0,516,69.0120046169324,16,0.0737012987012987,0.056818181818181816,0.0037411422632317374,0.5333333333333333,2.8375,2.1875,0.1440339771344219,-0.6936958779497218,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.07,104,202.50000000000003,199,293.40000000000003,5,BellDa02,52.1,2,0.049468085106382974,27.9,21,3619,228.76,Kevin Stefanski,17,58,1,3
ShakKh00,Khalil Shakir,00-0037261,148,5,2022,0,BUF,no,34.1,10,20,1.272882081682666,10,6.693274182645771,195,ShakKh00,0,ShakKh00,0,0,275,66.67658367904673,14,0.09093333333333334,0.05333333333333334,0.003394352217820443,0.3333333333333333,2.435714285714286,1.4285714285714286,0.090920148691619,0.4780910130461265,13.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,74,109.7,184,290.9999999999999,4,ShakKh00,66.3,6,0.09770531400966184,80.9,45,5087,383.48,Sean McDermott,16,106,1,6
WashMo00,Montrell Washington,00-0037272,162,5,2022,0,DEN,no,7.2,9,9,0,4,0,153,WashMo00,0,WashMo00,0,0,78,69.0750159713008,14,0.040449438202247195,0.05056179775280899,0,0.21052631578947367,0.5142857142857143,0.6428571428571429,0,0,10.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,41,88.2,182,320.5,no_combine_cluster,NA,60.6,5,0.09,45,20,3856,234.24,Nathaniel Hackett,15,15,0,1
PhilKy01,Kyle Philips,00-0037273,163,5,2022,0,TEN,no,15.8,4,13,1.0294009050136896,8,-1.9355736239813268,100,PhilKy01,0,PhilKy01,0,0,64,58.8476966873706,4,0.09634146341463415,0.07926829268292683,0.00627683478666884,0.34782608695652173,3.95,3.25,0.2573502262534224,-0.4838934059953317,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0.79,150,253.59999999999997,295,507.7,4,PhilKy01,61.8,5,0.0875,59.5,24,3965,254.6,Mike Vrabel,17,90,1,5
QuitTe00,Teagan Quitoriano,00-0037277,170,5,2022,0,HOU,no,30.3,7,14,1.061893765898093,7,2.1962939216173254,165,QuitTe00,0,QuitTe00,0,0,323,63.01448108588502,9,0.07163120567375887,0.03309692671394799,0.0025103871534233875,0.2916666666666667,3.3666666666666667,1.5555555555555556,0.11798819621089922,0.2440326579574806,18.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,26,37.1,46,87.20000000000016,9,QuitTe00,41.2,1,0.049893842887473464,23.5,21,3630,229.2,Lovie Smith,17,17,0,1
MitcJa00,James Mitchell,00-0037282,177,5,2022,0,DET,no,28.3,8,11,0.7091188906148833,11,10.009731887665112,51,MitcJa00,0,MitcJa00,0,0,183,66.45958174283298,14,0.1,0.038869257950530034,0.0025057204615366903,0.5238095238095238,2.0214285714285714,0.7857142857142857,0.05065134932963452,0.7149808491189366,3.642857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,0,22,34.4,59,62.69999999999993,8,MitcJa00,45.5,1,0.07086882453151619,41.6,23,3884,247.36,Dan Campbell,17,42,1,2
NailJa00,Jalen Nailor,00-0037291,191,6,2022,0,MIN,no,32.9,5,13,0.984417199328471,9,7.696757680212613,151,NailJa00,0,NailJa00,0,0,57,80.85533126293996,6,0.20955414012738852,0.08280254777070063,0.006270173244130389,0.391304347826087,5.483333333333333,2.1666666666666665,0.16406953322141185,1.2827929467021022,25.166666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,0,58,80.00000000000001,117,200.9000000000001,2,NailJa00,58.3,4,0.1123076923076923,73,34,4450,314,Kevin O'Connell,17,26,0,1
