round,points_per_game,points_pg_ly,targets_pg_ly,wopr_pg_ly,pick,air_yards_pg_ly,total_games_ly,pass_attempt_difference,total_positional_investment,target_dropoff,epa_pg_ly,years_pro,targets_added_this_year,is_on_new_team,points_per_snap_ly,targets_per_snap_ly,wopr_per_snap_ly,total_snaps_ly,total_passing_tds_ly,total_passing_yds_ly,total_passing_fp_ly,is_returning_coach,hc_years_with_team,catch_rate_ly,position,fp_dropoff,starter_epa_passing_ly,starter_epa_persnap_passing_ly,combine_cluster,qbr_ly_bin,points_2y,total_games_2y,points_3y,total_games_3y,targets_pg_2y,targets_pg_3y,wopr_pg_2y,wopr_pg_3y,player_id,season,pfr_player_name
2,7.71875,0,0,0,56,0,0,0,0,360.12109375,0,0,12.41796875,no,0,0,0,0,56.3125,6055.1875,467.45750000000004,1,7,0,WR,776.1456250000002,107.3125,0.13988919667590027,2,8,0,0,0,0,0,0,0,0,00-0035140,2019,Mecole Hardman
2,8.131250000000001,7.71875,2.5625,0,56,28.3125,17,0,0,141.11328125,0,1,24.8359375,no,0.21628721541155868,0.07180385288966724,0,500.4375,42.5,5940.4375,407.6175,1,8,0.5098039215686274,WR,393.8753906250001,76.07499999999999,0.12239316239316238,2,8,0,0,0,0,0,0,0,0,00-0035140,2020,Mecole Hardman
2,8.288235294117648,8.131250000000001,3.875,0.2283248459923744,56,41.25,17,0,0.1,228.0390625,1.9108710582768254,2,16.93359375,no,0.21719532554257098,0.10350584307178631,0.006098827271916511,530.1875,46.75,6291.0625,438.64250000000004,1,9,0.5694444444444444,WR,560.3439062500001,123.35624999999999,0.16352112676056338,2,8,7.71875,17,0,0,2.5625,0,0,0,00-0035140,2021,Mecole Hardman
2,11.725000000000001,8.288235294117648,4.882352941176471,0.28706281621920365,56,36,17,0,0.5,171,1.0585023849168518,3,83,no,0.19488243430152144,0.11479944674965421,0.006749748099206725,623,49,5996,435.84000000000003,1,10,0.6344086021505376,WR,327.70000000000005,85.5,0.10647571606475716,2,7,8.131250000000001,17,7.71875,16,3.875,2.5625,0.2283248459923744,0.2283248459923744,00-0035140,2022,Mecole Hardman
2,2.05625,0,0,0,57,0,0,0,0,389.47265625,0,0,100.47265625,no,0,0,0,0,34,5302.9375,348.1175,1,4,0,TE,724.3288281249999,42.287499999999994,0.08155737704918033,3,5,0,0,0,0,0,0,0,0,00-0035246,2019,JJ Arcega-Whiteside
2,1.8125,2.05625,1.375,0.0982528167058062,57,22.875,17,0,0,168.20703125,0.07980970435626408,1,3.38671875,no,0.05614334470989761,0.03754266211604096,0.002682670763298463,516.375,28.6875,4505,294.95000000000005,1,5,0.3125,TE,263.48671874999997,65.34375,0.0825503355704698,3,5,0,0,0,0,0,0,0,0,00-0035246,2020,JJ Arcega-Whiteside
2,0.35,1.8125,1,0.07786339933896114,57,15.125,8.5,0,0,189.65625,-0.32862045255387784,2,0,no,0.06016597510373444,0.03319502074688797,0.0025846771564800378,149.8125,23.375,3961,251.94,0,1,0.2222222222222222,TE,238.87656250000003,0,0,3,no_history,2.05625,17,0,0,1.375,0,0.0982528167058062,0.0982528167058062,00-0035246,2021,JJ Arcega-Whiteside
2,5.442857142857143,0,0,0,59,0,0,0,0,333.02734375,0,0,141.11328125,no,0,0,0,0,44.625,5333.75,391.85,1,2,0,WR,674.3182812499999,28.9,0.044371941272430666,2,1,0,0,0,0,0,0,0,0,00-0035639,2019,Parris Campbell
2,7.35,5.442857142857143,3.4285714285714284,0.2002154797080458,59,26.857142857142858,7.4375,0,0.71,83.5390625,-0.6105430546502442,1,27.09375,no,0.12871621621621623,0.08108108108108109,0.004734825533636218,208.25,23.375,3521.125,234.345,1,3,0.5294117647058824,WR,170.80351562500016,42.181250000000006,0.057452966714905934,2,2,0,0,0,0,0,0,0,0,00-0035639,2020,Parris Campbell
2,5.366666666666667,7.35,4.5,0,59,53.5,2.125,0,0.05,119.6640625,0,2,45.15625,no,0.0901840490797546,0.05521472392638037,0,66.9375,27.625,4775.9375,301.5375,1,4,0.3157894736842105,WR,205.23515625000002,22.84375,0.03700516351118761,2,1,5.442857142857143,7.4375,0,0,3.4285714285714284,0,0.2002154797080458,0.2002154797080458,00-0035639,2021,Parris Campbell
2,8.770588235294118,5.366666666666667,3.3333333333333335,0.32177766132149793,59,55.666666666666664,6,0,0.5,35,0.3962037941091694,3,0,no,0.11624548736462095,0.07220216606498195,0.006969913241620894,177,27,3588,251.52,1,5,0.3333333333333333,WR,35.20000000000016,68.3,0.09985380116959064,2,3,7.35,2.125,5.442857142857143,7,4.5,3.4285714285714284,0,0,00-0035639,2022,Parris Campbell
2,2.5285714285714285,0,0,0,62,0,0,0,0.36,174.98046875,0,0,176.109375,no,0,0,0,0,15.9375,3064.25,186.32000000000002,0,1,0,WR,179.04453124999998,0,0,2,no_history,0,0,0,0,0,0,0,0,00-0035527,2019,Andy Isabella
2,4.215384615384616,2.5285714285714285,0.9285714285714286,0,62,5.857142857142857,14.875,0,0,121.921875,0,1,193.04296875,no,0.13774319066147858,0.05058365758754864,0,166.8125,21.25,4034.3125,246.3725,1,2,0.391304347826087,WR,204.67070312500002,39.631249999999994,0.05260930888575458,2,4,0,0,0,0,0,0,0,0,00-0035527,2020,Andy Isabella
2,0.45999999999999996,4.215384615384616,2.6923076923076925,0.20158681955272748,62,30.307692307692307,13.8125,0,0.53,167.078125,-1.0425430673126421,2,133.2109375,no,0.1349753694581281,0.08620689655172414,0.0064547503797671366,325.125,28.6875,4358.375,289.08500000000004,1,3,0.4666666666666667,WR,270.9375,68.53125,0.08453473132372215,2,5,2.5285714285714285,14.875,0,0,0.9285714285714286,0,0,0,00-0035527,2021,Andy Isabella
2,0.8399999999999999,0.45999999999999996,0.2,0.008908227848101266,62,1.2,5,0,0,145,0.16208176782820374,3,176,no,0.01769230769230769,0.007692307692307693,3.4262414800389487e-4,30,27,4756,298.24,1,4,0.09090909090909091,WR,270.41999999999996,61.6,0.09746835443037975,2,5,4.215384615384616,13.8125,2.5285714285714285,14,2.6923076923076925,0.9285714285714286,0.20158681955272748,0.20158681955272748,00-0035527,2022,Andy Isabella
2,11.69375,0,0,0,64,0,0,0,0.25,115.1484375,0,0,27.09375,no,0,0,0,0,38.25,3911.0625,309.4425,1,10,0,WR,410.04132812500006,34,0.05604203152364273,3,5,0,0,0,0,0,0,0,0,00-0035640,2019,D.K. Metcalf
2,16.95625,11.69375,6.25,0.5136003545519041,64,80.8125,17,0,0.06,133.2109375,1.6050296980118932,1,92.5703125,no,0.18218111002921128,0.09737098344693282,0.008001563459425964,984.9375,35.0625,5006.5,340.51,1,11,0.5272727272727272,WR,363.62070312500003,61.943749999999994,0.08649851632047477,3,7,0,0,0,0,0,0,0,0,00-0035640,2020,D.K. Metcalf
2,14.370588235294118,16.95625,8.0625,0.6539226728375913,64,110.5,17,0,0.48,161.43359375,3.7094084037058015,2,69.9921875,no,0.2512037037037037,0.11944444444444445,0.009687743301297649,1041.25,44.625,4695.1875,366.3075,1,12,0.5971223021582733,WR,392.52070312500007,94.13749999999999,0.12374301675977653,3,6,11.69375,17,0,0,6.25,0,0.5136003545519041,0.5136003545519041,00-0035640,2021,D.K. Metcalf
2,13.341176470588236,14.370588235294118,7.588235294117647,0.6864789961662793,64,96.23529411764706,17,0,0.1,52,1.686141683598501,3,181,no,0.2655434782608696,0.14021739130434782,0.01268493797263777,820,30,3815,272.6,1,13,0.539568345323741,WR,143.29999999999995,22.5,0.04716981132075472,3,2,16.95625,17,11.69375,16,8.0625,6.25,0.6539226728375913,0.6539226728375913,00-0035640,2022,D.K. Metcalf
3,10.31875,0,0,0,66,0,0,0,0,399.6328125,0,0,101.6015625,no,0,0,0,0,37.1875,5497.375,368.64500000000004,1,13,0,WR,718.2327343750001,0,0,4,other,0,0,0,0,0,0,0,0,00-0035216,2019,Diontae Johnson
3,14.919999999999996,10.31875,5.75,0.4969494867969372,66,52.6875,17,0,0.53,82.41015625,1.276965921762427,1,58.703125,no,0.21954787234042553,0.12234042553191489,0.010573393336105047,692.75,19.125,3414.875,213.095,1,14,0.5784313725490197,WR,80.49101562500002,94.88125,0.11719160104986877,4,7,0,0,0,0,0,0,0,0,00-0035216,2020,Diontae Johnson
3,17.150000000000002,14.919999999999996,9.6,0.5069804190527775,66,76,15.9375,0,0,311.578125,1.226352100658706,2,0,no,0.26866746698679467,0.17286914765906364,0.009129299262655058,778.8125,41.4375,4919.375,362.525,1,15,0.5714285714285714,WR,492.767578125,76.07499999999999,0.10576070901033972,4,3,10.31875,17,0,0,5.75,0,0.4969494867969372,0.4969494867969372,00-0035216,2021,Diontae Johnson
3,10.629411764705884,17.150000000000002,10.5625,0.6536017542142502,66,90,16,0,0.67,202,1.4896580488428859,3,4,no,0.2524379024839007,0.15547378104875806,0.009620632996713894,987,25,4232,269.28,1,16,0.5977653631284916,WR,209,0,0,4,other,14.919999999999996,15.9375,10.31875,16,9.6,5.75,0.5069804190527775,0.5069804190527775,00-0035216,2022,Diontae Johnson
3,1.125,0,0,0,69,0,0,0,0,202.07421875,0,0,102.73046875,no,0,0,0,0,15.9375,3645.4375,209.5675,1,4,0,TE,229.52921874999998,0,0,10,other,0,0,0,0,0,0,0,0,00-0035249,2019,Josh Oliver
3,1.2,1.125,1.5,0.08158453751350347,69,11,4.25,0,0,39.51171875,-1.5173353695499827,2,62.08984375,no,0.020737327188940093,0.027649769585253458,0.0015038624426452253,124.3125,28.6875,3527.5,255.85000000000002,1,14,0.1875,TE,110.8585937500001,54.08125,0.087008547008547,10,6,0,0,0,0,0,0,0,0,00-0035249,2021,Josh Oliver
3,2.4058823529411764,1.2,1.1538461538461537,0.06571977303965025,69,10.076923076923077,13,0,0.35,155,-0.2560815859156159,3,75,no,0.06117647058823529,0.058823529411764705,0.003350419802021385,155,21,4267,254.68,1,15,0.36,TE,192.80000000000018,43.7,0.07613240418118468,10,4,1.125,4.25,0,0,1.5,0,0.08158453751350347,0.08158453751350347,00-0035249,2022,Josh Oliver
3,0,0,0,0,75,0,0,0,0,336.4140625,0,0,0,no,0,0,0,0,26.5625,4918.3125,302.98249999999996,0,1,0,TE,581.409296875,26.668750000000003,0.03405698778833107,10,4,0,0,0,0,0,0,0,0,00-0035671,2019,Jace Sternberger
3,2.45,0,0.2,0.019736703528172722,75,2.6,5.3125,0,0.29,98.21484375,-0.09298258724156767,1,27.09375,no,0,0.00625,6.167719852553976e-4,63.75,31.875,4872.625,322.405,1,2,0,TE,186.26953125000023,42.181250000000006,0.057452966714905934,10,3,0,0,0,0,0,0,0,0,00-0035671,2020,Jace Sternberger
3,13.707142857142857,0,0,0,76,0,0,0,0.07,191.9140625,0,0,0,no,0,0,0,0,17,3492.4375,207.6975,1,6,0,WR,255.94562500000004,0,0,2,other,0,0,0,0,0,0,0,0,00-0035659,2019,Terry McLaurin
3,14.92,13.707142857142857,6.642857142857143,0.6277921279447478,76,93.14285714285714,14.875,0,0.16,41.76953125,3.458831560703479,1,75.63671875,no,0.2221064814814815,0.1076388888888889,0.01017255762873434,811.75,19.125,3405.3125,212.71249999999998,0,1,0.5631067961165048,WR,94.53460937500012,0,0,2,other,0,0,0,0,0,0,0,0,00-0035659,2020,Terry McLaurin
3,12.558823529411764,14.92,8.933333333333334,0.7354805466751749,76,86.66666666666667,15.9375,0,0.38,132.08203125,1.9322936547993952,2,152.40234375,no,0.21334604385128694,0.12774070543374644,0.010516881029673616,1008.3125,18.0625,4358.375,246.585,1,2,0.6041666666666666,WR,135.60421874999994,0,0,2,other,13.707142857142857,14.875,0,0,6.642857142857143,0,0.6277921279447478,0.6277921279447478,00-0035659,2021,Terry McLaurin
3,13.470588235294118,12.558823529411764,7.647058823529412,0.6613679633116434,76,99.82352941176471,17,0,0.81,53,0.7162243766976506,3,0,no,0.19234234234234235,0.11711711711711711,0.01012905889756571,1010,21,3746,233.84,1,3,0.55,WR,8.700000000000045,58.3,0.08996913580246912,2,5,14.92,15.9375,13.707142857142857,14,8.933333333333334,6.642857142857143,0.7354805466751749,0.7354805466751749,00-0035659,2022,Terry McLaurin
3,1.0833333333333333,0,0,0,86,0,0,0,0,132.08203125,0,0,178.3671875,no,0,0,0,0,31.875,5012.875,328.01500000000004,1,7,0,TE,333.8627343750001,55.25,0.07854984894259819,8,7,0,0,0,0,0,0,0,0,00-0035660,2020,Kahale Warring
3,3.1749999999999994,0,0,0,93,0,0,0,0.72,310.44921875,0,0,72.25,no,0,0,0,0,21.25,4145.875,250.835,1,12,0,WR,452.93976562499995,7.012499999999999,0.01952662721893491,3,1,0,0,0,0,0,0,0,0,00-0035703,2019,Miles Boykin
3,4.3500000000000005,3.1749999999999994,1.375,0.15752557929184063,93,23.625,17,0,0.38,48.54296875,1.0667664909615269,1,12.41796875,no,0.09676190476190474,0.0419047619047619,0.004800779559370381,451.5625,40.375,3947.1875,319.38750000000005,1,13,0.40625,WR,232.66757812500018,58.4375,0.08972267536704731,3,8,0,0,0,0,0,0,0,0,00-0035703,2020,Miles Boykin
3,0.32,4.3500000000000005,2.0625,0.218963399358199,93,23.9375,17,0,0.89,39.51171875,0.6579719850220014,2,62.08984375,no,0.10790697674418606,0.05116279069767442,0.005431650216637495,579.0625,28.6875,3527.5,255.85000000000002,1,14,0.4418604651162791,WR,110.8585937500001,54.08125,0.087008547008547,3,6,3.1749999999999994,17,0,0,1.375,0,0.15752557929184063,0.15752557929184063,00-0035703,2021,Miles Boykin
3,0.22142857142857145,0.32,0.2,0.015803848541278708,93,1.2,5,53,0.67,202,0.017061653034761547,3,4,yes,0.011851851851851853,0.007407407407407408,5.853277237510633e-4,35,25,4232,269.28,1,16,0.09090909090909091,WR,209,0,0,3,other,4.3500000000000005,17,3.1749999999999994,16,2.0625,1.375,0.218963399358199,0.218963399358199,00-0035703,2022,Miles Boykin
3,5.313333333333333,0,0,0,96,0,0,0,0.05,142.2421875,0,0,247.23046875,no,0,0,0,0,14.875,3274.625,190.485,1,3,0,TE,194.75890624999982,-1.9125,-0.0039045553145336228,10,2,0,0,0,0,0,0,0,0,00-0035689,2019,Dawson Knox
3,5.566666666666666,5.313333333333333,3.3333333333333335,0.24548124019125567,96,30.333333333333332,15.9375,0,0,73.37890625,0.5219813901202616,1,129.82421875,no,0.10683646112600535,0.06702412868632708,0.004935949869797366,686.375,23.375,3990.75,253.13,1,4,0.4666666666666667,TE,155.24718750000014,22.418750000000003,0.03302034428794992,10,2,0,0,0,0,0,0,0,0,00-0035689,2020,Dawson Knox
3,10.913333333333336,5.566666666666666,3.6666666666666665,0.19705265515294348,96,30,12.75,0,0,223.5234375,-0.01448438206452877,2,92.5703125,no,0.11379897785349233,0.07495741056218058,0.004028333665818265,517.4375,47.8125,5953.1875,429.3775,1,5,0.4444444444444444,TE,539.0301562500002,119.10624999999999,0.15377229080932783,10,8,5.313333333333333,15.9375,0,0,3.3333333333333335,0,0.24548124019125567,0.24548124019125567,00-0035689,2021,Dawson Knox
3,9.046666666666669,10.913333333333336,4.733333333333333,0.28074418171998516,96,34.93333333333333,15,0,0,173,2.2127292411187036,3,74,no,0.16096361848574242,0.06981317600786627,0.004140769641887687,917,45,5087,383.48,1,6,0.6049382716049383,TE,298.5,80.9,0.09770531400966184,10,6,5.566666666666666,12.75,5.313333333333333,15,3.6666666666666665,3.3333333333333335,0.19705265515294348,0.19705265515294348,00-0035689,2022,Dawson Knox
4,0,0,0,0,103,0,0,0,0,168.20703125,0,0,3.38671875,no,0,0,0,0,28.6875,4505,294.95000000000005,1,5,0,TE,263.48671874999997,65.34375,0.0825503355704698,3,5,0,0,0,0,0,0,0,0,00-0035529,2020,Hakeem Butler
4,0.43125,0,0,0,121,0,0,0,0,199.81640625,0,0,289,no,0,0,0,0,19.125,3616.75,221.17,0,1,0,TE,241.72140625000011,24.96875,0.04607843137254902,7,2,0,0,0,0,0,0,0,0,00-0035259,2019,Trevon Wesco
4,0.125,0.43125,0.1875,0.01166805085026032,121,0.5,17,0,0,91.44140625,0.21364819529298984,1,98.21484375,no,0.021974522292993633,0.009554140127388535,5.945503617967041e-4,227.375,20.1875,3658.1875,227.0775,1,2,0.15384615384615385,TE,184.12460937499992,18.487499999999997,0.03314285714285714,7,1,0,0,0,0,0,0,0,0,00-0035259,2020,Trevon Wesco
4,0.5416666666666666,0.125,0.16666666666666666,0.01172763084500661,121,0.5833333333333334,12.75,0,0,104.98828125,-0.020481919617547344,2,221.265625,no,0.006097560975609756,0.008130081300813009,5.720795534149566e-4,155.125,17,3309.6875,200.3875,0,1,0.08333333333333333,TE,75.99796875000004,0,0,7,no_history,0.43125,17,0,0,0.1875,0,0.01166805085026032,0.01166805085026032,00-0035259,2021,Trevon Wesco
4,0.4714285714285715,0.5416666666666666,0.4166666666666667,0.018526625017281143,121,0.25,12,-61,0,82,-0.11242120260430966,3,168,yes,0.023465703971119134,0.018050541516245487,8.025974736728293e-4,177,16,3635,209.4,0,1,0.2,TE,39.5,6.5,0.0163727959697733,7,1,0.125,12.75,0.43125,16,0.16666666666666666,0.1875,0.01172763084500661,0.01172763084500661,00-0035259,2022,Trevon Wesco
4,2.58,0,0,0,126,0,0,0,0,182.8828125,0,0,10.16015625,no,0,0,0,0,30.8125,4303.125,295.375,1,2,0,WR,346.05492187499993,45.79375,0.07628318584070796,4,7,0,0,0,0,0,0,0,0,00-0035590,2019,Riley Ridley
4,1.58,2.58,1.4,0.09450616959359565,126,12.4,5.3125,0,0.11,91.44140625,1.377334068203345,1,161.43359375,no,0.06201923076923077,0.03365384615384615,0.0022717829229229724,114.75,21.25,3796.3125,236.8525,1,3,0.35294117647058826,WR,130.3886718750001,18.80625,0.02748447204968944,4,1,0,0,0,0,0,0,0,0,00-0035590,2020,Riley Ridley
4,5.261538461538462,0,0,0,137,0,0,0,0,174.98046875,0,0,153.53125,no,0,0,0,0,20.1875,4310.5625,253.1725,1,4,0,TE,351.5639843749999,0,0,8,other,0,0,0,0,0,0,0,0,00-0034981,2019,Foster Moreau
4,2.0625,5.261538461538462,1.9230769230769231,0.13225549962800776,137,8.461538461538462,13.8125,0,0,81.28125,0.9944241935467849,1,171.59375,no,0.14522292993630576,0.05307855626326964,0.003650364108628664,394.1875,23.375,4366.875,268.175,1,5,0.6,TE,268.34101562500024,57.587500000000006,0.09063545150501673,8,6,0,0,0,0,0,0,0,0,00-0034981,2020,Foster Moreau
4,5.017647058823529,2.0625,0.5625,0.04462257678259484,137,6.8125,17,0,0,130.953125,0.6359568151819985,2,54.1875,no,0.09269662921348315,0.025280898876404494,0.002005509068880667,272,29.75,4656.9375,305.2775,1,6,0.3684210526315789,TE,320.2255468750002,80.85624999999999,0.12495894909688013,8,6,5.261538461538462,13.8125,0,0,1.9230769230769231,0,0.13225549962800776,0.13225549962800776,00-0034981,2021,Foster Moreau
4,5.800000000000001,5.017647058823529,2.588235294117647,0.1697374669681127,137,19.11764705882353,17,0,0,115,-0.051375727760501755,3,251,no,0.10058962264150943,0.05188679245283019,0.003402755823653203,748,24,5118,300.72,0,1,0.5555555555555556,TE,211.10000000000002,72.1,0.0965194109772423,8,4,2.0625,17,5.261538461538462,13,0.5625,1.9230769230769231,0.04462257678259484,0.04462257678259484,00-0034981,2022,Foster Moreau
5,0.35,0,0,0,141,0,0,0,0,399.6328125,0,0,101.6015625,no,0,0,0,0,37.1875,5497.375,368.64500000000004,1,13,0,TE,718.2327343750001,0,0,9,other,0,0,0,0,0,0,0,0,00-0035222,2019,Zach Gentry
5,2.0999999999999996,0.35,0.25,0.011560457516339868,141,0.5,4.25,0,0.49,311.578125,0.2512551697145682,2,0,no,0.009395973154362415,0.006711409395973154,3.1034785278764745e-4,52.0625,41.4375,4919.375,362.525,1,15,0.09090909090909091,TE,492.767578125,76.07499999999999,0.10576070901033972,9,3,0,0,0,0,0,0,0,0,00-0035222,2021,Zach Gentry
5,1.8941176470588237,2.0999999999999996,1.4705882352941178,0.07338805883911087,141,4.411764705882353,17,0,0.07,202,-0.14002208808205735,3,4,no,0.06230366492146596,0.04363001745200698,0.0021773071557851394,473,25,4232,269.28,1,16,0.5428571428571428,TE,209,0,0,9,other,0.35,4.25,0,0,0.25,0,0.011560457516339868,0.011560457516339868,00-0035222,2022,Zach Gentry
5,10.26923076923077,0,0,0,149,0,0,0,0,174.98046875,0,0,153.53125,no,0,0,0,0,20.1875,4310.5625,253.1725,1,4,0,WR,351.5639843749999,0,0,1,other,0,0,0,0,0,0,0,0,00-0034983,2019,Hunter Renfrow
5,8.225,10.26923076923077,5.461538461538462,0.39142093068977035,149,38.38461538461539,13.8125,0,1.56,81.28125,2.753883521103202,1,171.59375,no,0.24953271028037383,0.13271028037383178,0.009511162801807504,462.1875,23.375,4366.875,268.175,1,5,0.6049382716049383,WR,268.34101562500024,57.587500000000006,0.09063545150501673,1,6,0,0,0,0,0,0,0,0,00-0034983,2020,Hunter Renfrow
5,15.241176470588233,8.225,4.8125,0.30215943024572545,149,34.1875,17,0,0,130.953125,1.7371530405997853,2,54.1875,no,0.20246153846153844,0.11846153846153847,0.007437770590664011,584.375,29.75,4656.9375,305.2775,1,6,0.6436781609195402,WR,320.2255468750002,80.85624999999999,0.12495894909688013,1,6,10.26923076923077,13.8125,0,0,5.461538461538462,0,0.39142093068977035,0.39142093068977035,00-0034983,2021,Hunter Renfrow
5,7.9,15.241176470588233,7.529411764705882,0.4357697948170237,149,48.705882352941174,17,0,0,115,3.02353217462406,3,251,no,0.30198135198135195,0.14918414918414918,0.008634133463740562,758,24,5118,300.72,0,1,0.7463768115942029,WR,211.10000000000002,72.1,0.0965194109772423,1,4,8.225,17,10.26923076923077,13,4.8125,5.461538461538462,0.30215943024572545,0.30215943024572545,00-0034983,2022,Hunter Renfrow
5,12.142857142857142,0,0,0,171,0,0,0,0,238.19921875,0,0,189.65625,no,0,0,0,0,24.4375,4680.3125,284.9625,1,2,0,WR,461.7903906250001,0,0,2,other,0,0,0,0,0,0,0,0,00-0035535,2019,Darius Slayton
5,8.812499999999998,12.142857142857142,6,0.4531419091645651,171,84.14285714285714,14.875,0,0,190.78515625,2.4235866050919825,1,33.8671875,no,0.21223470661672908,0.10486891385767791,0.007920083306247081,744.8125,31.875,4324.375,300.475,0,1,0.5106382978723404,WR,361.02421875000016,23.5875,0.03847487001733102,2,3,0,0,0,0,0,0,0,0,00-0035535,2020,Darius Slayton
5,5.276923076923078,8.812499999999998,6,0.524465893742524,171,81.4375,17,0,0.77,137.7265625,1.0529339832778972,2,129.82421875,no,0.1443193449334698,0.09825997952917093,0.008589001330481457,931.8125,12.75,3544.5,192.78,1,2,0.4716981132075472,WR,111.55851562499991,45.368750000000006,0.07286689419795223,2,3,12.142857142857142,14.875,0,0,6,0,0.4531419091645651,0.4531419091645651,00-0035535,2021,Darius Slayton
5,8.025,5.276923076923078,4.461538461538462,0.36205208263996763,171,59.46153846153846,13,0,0.57,92,-1.09633548855784,3,19,no,0.1078616352201258,0.09119496855345911,0.0074004356514458785,536,15,3463,198.52,0,1,0.38235294117647056,WR,-40.799999999999955,32.1,0.06800847457627118,2,2,8.812499999999998,17,12.142857142857142,14,6,6,0.524465893742524,0.524465893742524,00-0035535,2022,Darius Slayton
6,4.6,0,0,0,174,0,0,0,0.71,174.98046875,0,0,176.109375,no,0,0,0,0,15.9375,3064.25,186.32000000000002,0,1,0,WR,179.04453124999998,0,0,4,no_history,0,0,0,0,0,0,0,0,00-0035287,2019,KeeSean Johnson
6,4.0375,4.6,4.2,0.2900768228666702,174,39.4,10.625,0,0,121.921875,-0.7472638576886995,1,193.04296875,no,0.09766454352441611,0.08917197452229299,0.006158743585279622,394.1875,21.25,4034.3125,246.3725,1,2,0.40384615384615385,WR,204.67070312500002,39.631249999999994,0.05260930888575458,4,4,0,0,0,0,0,0,0,0,00-0035287,2020,KeeSean Johnson
6,8.422222222222222,0,0,0,176,0,0,0,0,238.19921875,0,0,189.65625,no,0,0,0,0,24.4375,4680.3125,284.9625,1,2,0,TE,461.7903906250001,0,0,9,other,0,0,0,0,0,0,0,0,00-0034988,2019,Kaden Smith
6,1.9466666666666668,8.422222222222222,4.666666666666667,0.2430419493105057,176,26.77777777777778,9.5625,0,0,190.78515625,1.2054113971942617,1,33.8671875,no,0.14221388367729831,0.07879924953095685,0.004103897830759008,460.0625,31.875,4324.375,300.475,0,1,0.5961538461538461,TE,361.02421875000016,23.5875,0.03847487001733102,9,3,0,0,0,0,0,0,0,0,00-0034988,2020,Kaden Smith
6,0.7000000000000001,1.9466666666666668,1.4,0.08220303763225442,176,2.7333333333333334,15.9375,0,0,137.7265625,0.40691767640722293,2,129.82421875,no,0.05280289330922243,0.0379746835443038,0.0022297388146181128,481.3125,12.75,3544.5,192.78,1,2,0.5806451612903226,TE,111.55851562499991,45.368750000000006,0.07286689419795223,9,3,8.422222222222222,9.5625,0,0,4.666666666666667,0,0.2430419493105057,0.2430419493105057,00-0034988,2021,Kaden Smith
6,0,0,0,0,184,0,0,0,0,168.20703125,0,0,173.8515625,no,0,0,0,0,23.375,4084.25,256.87,1,2,0,WR,274.798359375,27.4125,0.03987635239567233,6,2,0,0,0,0,0,0,0,0,00-0035592,2019,Travis Fulgham
6,8.915384615384614,0,1,0.12343190544645373,184,22,3.1875,42,0.95,168.20703125,-0.8819518297289809,1,3.38671875,yes,0,0.018404907975460124,0.002271752860977676,66.9375,28.6875,4505,294.95000000000005,1,5,0,WR,263.48671874999997,65.34375,0.0825503355704698,6,5,0,0,0,0,0,0,0,0,00-0035592,2020,Travis Fulgham
6,1.6857142857142855,0,0,0,187,0,0,0,0.33,101.6015625,0,0,56.4453125,no,0,0,0,0,56.3125,5249.8125,435.2425,1,3,0,WR,423.45273437500003,104.55000000000001,0.1618421052631579,no_combine_cluster,8,0,0,0,0,0,0,0,0,00-0035593,2021,Juwann Winfree
6,0.9,1.6857142857142855,1.8571428571428572,0.12247229449664117,187,10.714285714285714,7,0,0.86,110,-0.23411043823164487,1,49,no,0.048559670781893,0.053497942386831275,0.003528008483442338,143,39,4751,346.03999999999996,1,4,0.34782608695652173,WR,237.30000000000007,85.1,0.13950819672131146,no_combine_cluster,8,0,0,0,0,0,0,0,0,00-0035593,2022,Juwann Winfree
6,4.183750000000001,0,0,0,206,0,0,0,0.37,191.9140625,0,0,0,no,0,0,0,0,17,3492.4375,207.6975,1,6,0,WR,255.94562500000004,0,0,5,other,0,0,0,0,0,0,0,0,00-0035297,2019,Kelvin Harmon
6,4.0600000000000005,0,0,0,208,0,0,0,0,362.37890625,0,0,28.22265625,no,0,0,0,0,38.25,5692.875,380.715,0,1,0,WR,782.5803906249998,40.162499999999994,0.0779381443298969,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0035298,2019,Scott Miller
6,6.406250000000001,4.0600000000000005,2.6,0.16221406878184194,208,46.5,10.625,0,0.12,194.171875,0.532437015270881,1,9.03125,no,0.1471014492753623,0.09420289855072464,0.005877321332675433,187,35.0625,5447.4375,358.14750000000004,1,2,0.3611111111111111,WR,469.7378906250003,42.5,0.05788712011577424,no_combine_cluster,3,0,0,0,0,0,0,0,0,00-0035298,2020,Scott Miller
6,2.3875,6.406250000000001,3.3125,0.24261131176976222,208,52.5,17,0,0.19,216.75,0.8776601097079899,2,80.15234375,no,0.18981481481481485,0.09814814814814815,0.007188483311696659,467.5,55.25,6201.8125,469.0725,1,3,0.5238095238095238,WR,513.7652343750001,96.05000000000001,0.1327459618208517,no_combine_cluster,6,4.0600000000000005,10.625,0,0,2.6,0,0.16221406878184194,0.16221406878184194,00-0035298,2021,Scott Miller
