round,points_per_game,points_pg_ly,targets_pg_ly,wopr_pg_ly,pick,air_yards_pg_ly,total_games_ly,pass_attempt_difference,total_positional_investment,target_dropoff,epa_pg_ly,years_pro,targets_added_this_year,is_on_new_team,points_per_snap_ly,targets_per_snap_ly,wopr_per_snap_ly,total_snaps_ly,total_passing_tds_ly,total_passing_yds_ly,total_passing_fp_ly,is_returning_coach,hc_years_with_team,catch_rate_ly,position,fp_dropoff,starter_epa_passing_ly,starter_epa_persnap_passing_ly,combine_cluster,qbr_ly_bin,points_2y,total_games_2y,points_3y,total_games_3y,targets_pg_2y,targets_pg_3y,wopr_pg_2y,wopr_pg_3y,player_id,season,pfr_player_name
1,6.014285714285714,12.956249999999999,8.0625,0.5290500586770687,31,87.875,17,0,0,90.3125,1.5395336016270262,10,45.15625,no,0.18296557811120917,0.11385701676963812,0.007471139398793555,1097.5625,22.3125,4209.625,257.635,1,7,0.5755395683453237,TE,126.21171875000014,25.924999999999997,0.03647234678624813,9,2,14.2125,17,13.799999999999997,16,7.75,7.6875,0.5482274503566109,0.5482274503566109,00-0025418,2017,Greg Olsen
1,8.9,6.014285714285714,5.428571428571429,0.440613585453142,31,57.285714285714285,7.4375,0,0.27,7.90234375,-1.1658935390413774,11,104.98828125,no,0.09192139737991267,0.08296943231441048,0.006734268773301297,380.375,25.5,3897.25,257.89,1,8,0.3541666666666667,TE,-10.656874999999971,42.818749999999994,0.057736389684813746,9,3,12.956249999999999,17,14.2125,16,8.0625,7.75,0.5290500586770687,0.5290500586770687,00-0025418,2018,Greg Olsen
1,8.835714285714285,8.9,4.222222222222222,0.3459593628341967,31,37.44444444444444,9.5625,0,0,225.78125,2.4225940646027535,12,64.34765625,no,0.15141776937618148,0.07183364839319471,0.005885887080354953,455.8125,29.75,4325.4375,292.01750000000004,1,9,0.5625,TE,439.73156249999994,0,0,9,no_history,6.014285714285714,7.4375,12.956249999999999,16,5.428571428571429,8.0625,0.440613585453142,0.440613585453142,00-0025418,2019,Greg Olsen
1,4.8999999999999995,8.835714285714285,5.857142857142857,0.36445513046547473,31,52.714285714285715,14.875,-116,0.22,133.2109375,0.7299321466295857,13,92.5703125,yes,0.1389887640449438,0.09213483146067415,0.005733002052265895,839.375,35.0625,5006.5,340.51,1,11,0.5652173913043478,TE,363.62070312500003,61.943749999999994,0.08649851632047477,9,7,8.9,9.5625,6.014285714285714,7,4.222222222222222,5.428571428571429,0.3459593628341967,0.3459593628341967,00-0025418,2020,Greg Olsen
2,7.264285714285713,5.85,3.3125,0.2737489514564723,38,24.375,17,0,0.13,-139.984375,0.9874049652194052,6,145.62890625,no,0.09821615949632738,0.055613850996852045,0.004595994987726713,906.3125,31.875,4043.875,289.255,1,4,0.6031746031746031,TE,53.75851562500006,46.325,0.07703180212014135,10,8,0,0,0,0,0,0,0,0,00-0025425,2013,Zach Miller
2,4.533333333333334,7.264285714285713,4,0.3304319714872562,38,27.071428571428573,14.875,0,0,21.44921875,1.2906464288256017,7,0,no,0.12432762836185818,0.06845965770171149,0.0056553149154298125,762.875,31.875,4284,298.85999999999996,1,5,0.5,TE,119.77695312499992,34.53125,0.05613126079447323,10,6,5.85,17,0,0,3.3125,0,0.2737489514564723,0.2737489514564723,00-0025425,2014,Zach Miller
2,6.762499999999999,10.525,5.125,0.4902298355270827,44,69,17,0,0.2,-139.984375,2.5457363639901165,6,145.62890625,no,0.1946820809248555,0.09479768786127167,0.009067835108015402,812.8125,31.875,4043.875,289.255,1,4,0.5434782608695652,WR,53.75851562500006,46.325,0.07703180212014135,3,8,0,0,0,0,0,0,0,0,00-0025431,2013,Sidney Rice
3,8.374999999999998,5.95,3.4375,0.24259135934154735,73,49.125,17,0,0.05,9.03125,0.9608580989119395,6,151.2734375,no,0.18098859315589355,0.10456273764258556,0.007379204846891174,452.625,35.0625,5457,358.53,1,6,0.46153846153846156,WR,195.75234375000008,35.381249999999994,0.05195007800312012,5,2,0,0,0,0,0,0,0,0,00-0025460,2013,Jacoby Jones
3,2.1214285714285714,8.374999999999998,5.583333333333333,0.3845674887023181,73,83.83333333333333,12.75,0,0.06,194.171875,0.4868911604701354,7,170.46484375,no,0.15485362095531585,0.10323574730354391,0.007110646940566745,583.3125,20.1875,4158.625,247.095,1,7,0.4805194805194805,WR,203.99335937499998,9.66875,0.01206896551724138,5,2,5.95,17,0,0,3.4375,0,0.24259135934154735,0.24259135934154735,00-0025460,2014,Jacoby Jones
3,11.192857142857145,14.149999999999999,6.125,0.4305749434528402,78,66.75,17,0,0.11,50.80078125,3.008888832383664,6,0,no,0.2056312443233424,0.08900999091734786,0.006257219886689776,1063.5625,45.6875,5177.5625,389.85249999999996,1,8,0.5925925925925926,WR,472.22148437499993,52.7,0.07065527065527066,6,7,0,0,0,0,0,0,0,0,00-0025465,2013,James Jones
3,10.85,11.192857142857145,6.642857142857143,0.4575699022712135,78,68.78571428571429,14.875,-51,0,49.671875,1.5528122694916466,7,182.8828125,yes,0.1654699049630412,0.09820485744456177,0.00676449697127454,899.9375,18.0625,3855.8125,226.4825,1,3,0.5728155339805825,WR,178.61554687499986,0,0,6,other,14.149999999999999,17,0,0,6.125,0,0.4305749434528402,0.4305749434528402,00-0025465,2014,James Jones
3,11.937500000000002,10.85,7,0.39886974739958686,78,59.625,17,-93,0.29,99.34375,0.4700027984973597,8,126.4375,yes,0.21170731707317073,0.13658536585365855,0.007782824339504134,765,44.625,5249.8125,388.4925,1,10,0.5983606557377049,WR,380.21562500000005,69.38125,0.10348652931854199,6,8,11.192857142857145,14.875,14.149999999999999,16,6.642857142857143,6.125,0.4575699022712135,0.4575699022712135,00-0025465,2015,James Jones
4,8.03125,8.94,4.933333333333334,0.3710334427505485,129,45.46666666666667,15.9375,0,0.06,-55.31640625,0.8914609387652164,3,9.03125,no,0.15795053003533568,0.08716136631330977,0.006555361179338312,795.8125,25.5,3644.375,247.77499999999998,0,1,0.5119047619047619,TE,33.98007812499993,0,0,9,no_history,0,0,0,0,0,0,0,0,00-0025516,2013,Scott Chandler
4,7.168750000000001,8.03125,5.0625,0.3455695899855799,129,44.875,17,0,0,84.66796875,1.0446516014279803,4,45.15625,no,0.12622789783889982,0.07956777996070727,0.005431349154979645,975.375,17,3583.8125,211.3525,1,2,0.5824175824175825,TE,7.450781250000048,0,0,9,other,8.94,15.9375,0,0,4.933333333333334,0,0.3710334427505485,0.3710334427505485,00-0025516,2014,Scott Chandler
4,4.86,7.168750000000001,4.375,0.24732644137986304,129,31.375,17,30,0.07,145.62890625,1.1234261653771829,5,149.015625,yes,0.13525943396226417,0.08254716981132075,0.004666536629808736,794.75,47.8125,5591.9375,414.9275,1,16,0.5875,TE,384.05390624999984,88.82499999999999,0.12348596750369276,9,8,8.03125,17,8.94,15,5.0625,4.933333333333334,0.3455695899855799,0.3455695899855799,00-0025516,2015,Scott Chandler
5,0.15333333333333332,2.730769230769231,1.3846153846153846,0.09497755906762641,155,12.538461538461538,13.8125,-43,0,-20.3203125,-0.25578643474280116,6,121.921875,yes,0.12241379310344827,0.06206896551724138,0.004257614716824632,201.875,22.3125,3504.125,229.415,0,1,0.35714285714285715,TE,94.60234375000002,6.5875,0.01150278293135436,10,1,0,0,0,0,0,0,0,0,00-0025542,2013,Dante Rosario
5,1.7249999999999999,0.15333333333333332,0.26666666666666666,0.011594675998130676,155,0.9333333333333333,15.9375,0,0,156.91796875,-0.05480152936652303,7,103.859375,no,0.008156028368794326,0.014184397163120567,6.167380850069508e-4,193.375,34,4728.125,325.125,1,2,0.07142857142857142,TE,335.28515625,37.1875,0.08728179551122195,10,7,2.730769230769231,13.8125,0,0,1.3846153846153846,0,0.09497755906762641,0.09497755906762641,00-0025542,2014,Dante Rosario
5,7.262500000000001,8.626666666666667,5.866666666666666,0.34640217610131013,162,43.93333333333333,15.9375,0,0.63,85.796875,-0.19670658870571608,6,0,no,0.13451143451143452,0.09147609147609148,0.005401281332141011,915.875,19.125,4329.6875,249.6875,0,1,0.5816326530612245,TE,216.7500000000001,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0025549,2013,Brent Celek
5,4.375,7.262500000000001,3.1875,0.2329026020844259,162,26.1875,17,0,0,83.5390625,1.071449183626049,7,0,no,0.12309322033898307,0.05402542372881356,0.003947501730244506,896.75,36.125,4888.5625,340.04249999999996,1,2,0.5245901639344263,TE,242.03749999999997,34.425,0.07751196172248803,no_combine_cluster,7,8.626666666666667,15.9375,0,0,5.866666666666666,0,0.34640217610131013,0.34640217610131013,00-0025549,2014,Brent Celek
5,5.299999999999999,4.375,3.1875,0.1846004793543029,162,24.1875,17,0,0,165.94921875,-0.8810864854338436,8,94.828125,no,0.07641921397379912,0.055676855895196505,0.0032244625214725396,867,28.6875,4867.3125,309.4425,1,3,0.5245901639344263,TE,352.10585937499985,32.0875,0.045757575757575754,no_combine_cluster,3,7.262500000000001,17,8.626666666666667,15,3.1875,5.866666666666666,0.2329026020844259,0.2329026020844259,00-0025549,2015,Brent Celek
5,1.84375,5.299999999999999,2.1875,0.13820674888527967,162,18.6875,17,0,0,-9.03125,1.3811825822376704,9,75.63671875,no,0.12114285714285712,0.05,0.0031590114030921068,637.5,24.4375,4612.3125,282.2425,0,1,0.6,TE,-163.80429687499992,0,0,no_combine_cluster,no_history,4.375,17,7.262500000000001,16,3.1875,3.1875,0.1846004793543029,0.1846004793543029,00-0025549,2016,Brent Celek
5,2,1.84375,1.1875,0.07685650128434263,162,7.375,17,0,0,80.15234375,0.1539099189220225,10,161.43359375,no,0.05462962962962963,0.03518518518518519,0.002277229667684226,467.5,17,4035.375,229.415,1,2,0.4827586206896552,TE,33.8671875,50.89375,0.06525885558583105,no_combine_cluster,2,5.299999999999999,17,4.375,16,2.1875,3.1875,0.13820674888527967,0.13820674888527967,00-0025549,2017,Brent Celek
2,6.887500000000001,9.8125,7.875,0.4857758881250816,33,99,17,-153,0,-81.28125,0.6759574960155704,5,229.16796875,yes,0.13955555555555554,0.112,0.006908812631112271,1089.0625,8.5,3120.5625,158.82250000000002,0,1,0.4411764705882353,WR,-77.44296874999992,17.106250000000003,0.027758620689655174,2,3,0,0,0,0,0,0,0,0,00-0026173,2013,Donnie Avery
2,5.1000000000000005,6.887500000000001,4.5,0.3663487688968287,33,53.9375,17,0,0,67.734375,1.4211416335510876,6,0,no,0.13672456575682385,0.08933002481389578,0.0072724321369097514,750.125,29.75,4185.1875,286.4075,1,2,0.4878048780487805,WR,41.31796874999993,18.168750000000003,0.02614678899082569,2,1,9.8125,17,0,0,7.875,0,0.4857758881250816,0.4857758881250816,00-0026173,2014,Donnie Avery
2,16.525,13.958333333333334,6.083333333333333,0.4481392479588335,36,74.83333333333333,12.75,0,0.11,50.80078125,3.9900910200570556,5,0,no,0.24100719424460432,0.10503597122302158,0.00773765607986475,632.1875,45.6875,5177.5625,389.85249999999996,1,8,0.5903614457831325,WR,472.22148437499993,52.7,0.07065527065527066,5,7,0,0,0,0,0,0,0,0,00-0026176,2013,Jordy Nelson
2,20.493750000000002,16.525,7.9375,0.5780200033359263,36,85.4375,17,0,0.65,170.46484375,3.477791080713171,6,0,no,0.22349957734573117,0.1073541842772612,0.007817683899725123,1150.6875,27.625,5009.6875,310.88750000000005,1,9,0.6204379562043796,WR,342.51015624999997,18.59375,0.049019607843137254,5,5,13.958333333333334,12.75,0,0,6.083333333333333,0,0.4481392479588335,0.4481392479588335,00-0026176,2014,Jordy Nelson
2,19.043750000000003,20.493750000000002,9.4375,0.7048861755302843,36,108.3125,17,0,0.12,-9.03125,5.316406072642168,8,84.66796875,no,0.3096317280453258,0.14258734655335223,0.010649838346066618,1018.9375,37.1875,4564.5,331.33000000000004,1,11,0.6086956521739131,WR,-130.16953124999992,32.83125,0.041983695652173914,5,4,16.525,17,13.958333333333334,12,7.9375,6.083333333333333,0.5780200033359263,0.5780200033359263,00-0026176,2016,Jordy Nelson
2,9.1466666666666665,19.043750000000003,9.5,0.6169741542043299,36,116.375,17,0,0.14,187.3984375,4.516990147273926,9,180.625,no,0.27376460017969456,0.13656783468104222,0.008869349925668714,1076.3125,52.0625,5789.5625,439.83250000000004,1,12,0.5987654320987654,WR,500.5570312500002,0,0,5,other,20.493750000000002,17,16.525,16,9.4375,7.9375,0.7048861755302843,0.7048861755302843,00-0026176,2017,Jordy Nelson
2,10.446666666666665,9.1466666666666665,5.866666666666666,0.4541591490282632,36,64.26666666666667,15.9375,-4,0.05,99.34375,-0.30361201792942627,10,307.0625,yes,0.15160220994475138,0.09723756906077348,0.007527499707650771,855.3125,24.4375,3996.0625,257.5925,0,3,0.5408163265306123,WR,157.2114843750001,0,0,5,other,19.043750000000003,17,20.493750000000002,16,9.5,9.4375,0.6169741542043299,0.6169741542043299,00-0026176,2018,Jordy Nelson
2,5.56923076923077,0.9461538461538462,1.0769230769230769,0.06899948349483148,38,5.384615384615385,13.8125,0,0,-34.99609375,-0.32267933018533534,5,69.9921875,no,0.037160120845921456,0.04229607250755287,0.002709949502818155,245.4375,20.1875,3309.6875,213.1375,1,3,0.3333333333333333,TE,70.89531250000014,0,0,9,other,0,0,0,0,0,0,0,0,00-0026178,2013,John Carlson
2,4.749999999999999,5.56923076923077,3.6153846153846154,0.23711551686777102,38,25.153846153846153,13.8125,28,0.51,144.5,0.6864582788231128,6,129.82421875,yes,0.12127303182579566,0.07872696817420435,0.005163319462782283,528.0625,25.5,4559.1875,284.3675,1,2,0.5614035087719298,TE,232.89335937500016,0,0,9,other,0.9461538461538462,13.8125,0,0,1.0769230769230769,0,0.06899948349483148,0.06899948349483148,00-0026178,2014,John Carlson
2,10.68,5.46,4.4,0.34059364346699494,42,32.5,10.625,0,0.37,-59.83203125,-1.9847140303427415,5,11.2890625,no,0.14638069705093834,0.11796246648793565,0.009131196875790748,290.0625,27.625,3831.375,263.755,0,1,0.42592592592592593,WR,153.98281250000008,11.368749999999999,0.016486902927580892,2,1,0,0,0,0,0,0,0,0,00-0026182,2013,Eddie Royal
2,11.325000000000001,10.68,4.466666666666667,0,42,44.46666666666667,15.9375,0,0.04,93.69921875,0,6,6.7734375,no,0.19950186799501868,0.08343711083437111,0,746.9375,37.1875,5124.4375,353.72749999999996,1,2,0.6103896103896104,WR,247.68203124999997,86.80625,0.12511485451761103,2,8,5.46,10.625,0,0,4.4,0,0.34059364346699494,0.34059364346699494,00-0026182,2014,Eddie Royal
2,7.411111111111111,11.325000000000001,5.6875,0.3555915684297855,42,55.1875,17,35,0.91,133.2109375,2.214780804360645,7,102.73046875,yes,0.21069767441860468,0.1058139534883721,0.006615657087065777,807.5,31.875,4287.1875,298.98749999999995,0,1,0.6138613861386139,WR,265.4058593749998,34.6375,0.04808259587020649,2,2,10.68,15.9375,5.46,10,4.466666666666667,4.4,0,0,00-0026182,2015,Eddie Royal
2,9.76666666666667,7.411111111111111,5.555555555555555,0.3140785249511377,42,20.666666666666668,9.5625,0,0.05,-37.25390625,-0.7932476444186483,8,12.41796875,no,0.1162020905923345,0.08710801393728224,0.004924576175192054,503.625,22.3125,4083.1875,252.5775,1,2,0.6166666666666667,WR,-232.89335937500002,0,0,2,other,11.325000000000001,17,10.68,15,5.6875,4.466666666666667,0.3555915684297855,0.3555915684297855,00-0026182,2016,Eddie Royal
2,7.9125,4.283333333333334,4.25,0.3880469175282009,46,49.5,12.75,0,0.69,-34.99609375,-0.4574378138008151,5,69.9921875,no,0.0929475587703436,0.0922242314647378,0.008420547939129134,481.3125,20.1875,3309.6875,213.1375,1,3,0.4262295081967213,WR,70.89531250000014,0,0,3,other,0,0,0,0,0,0,0,0,00-0026186,2013,Jerome Simpson
2,2.733333333333333,7.9125,6.25,0.4928555243703981,46,86.75,17,0,0.18,76.765625,0.104137300308774,7,112.890625,no,0.17039030955585463,0.13458950201884254,0.010613308734759581,683.1875,21.25,3619.9375,229.7975,0,1,0.43636363636363634,WR,137.1621093749999,32.19375,0.04535928143712575,3,4,4.283333333333334,12.75,0,0,4.25,0,0.3880469175282009,0.3880469175282009,00-0026186,2015,Jerome Simpson
2,2,8.085714285714285,4.571428571428571,0.3676297644978258,48,36.142857142857146,7.4375,0,0.33,-63.21875,1.9366439797868955,5,0,no,0.1125248508946322,0.0636182902584493,0.005116119983071135,428.1875,27.625,4017.3125,271.1925,1,4,0.5714285714285714,TE,181.64101562500008,41.650000000000006,0.06901408450704226,10,7,0,0,0,0,0,0,0,0,00-0026188,2013,Fred Davis
2,16.837500000000002,11.481818181818182,8,0.5824876510765266,49,120.27272727272727,11.6875,0,0,85.796875,1.4243343019076156,5,0,no,0.157875,0.11,0.008009205202302241,743.75,19.125,4329.6875,249.6875,0,1,0.45918367346938777,WR,216.7500000000001,0,0,2,other,0,0,0,0,0,0,0,0,00-0026189,2013,DeSean Jackson
2,13.973333333333333,16.837500000000002,7.8125,0.599932173842731,49,103.75,17,103,0.16,241.5859375,5.18237645306942,6,226.91015625,yes,0.24783808647654096,0.11499540018399264,0.008830648373030079,1048.6875,21.25,4310.5625,257.4225,0,1,0.6074074074074074,WR,263.93828124999993,0,0,2,other,11.481818181818182,11.6875,0,0,8,0,0.5824876510765266,0.5824876510765266,00-0026189,2014,DeSean Jackson
2,11.866666666666667,13.973333333333333,6.333333333333333,0.5366496535591143,49,92,15.9375,0,0.34,99.34375,3.2070409031110096,7,15.8046875,no,0.24514619883040936,0.1111111111111111,0.009414906202791479,802.1875,19.125,4739.8125,266.0925,1,2,0.5333333333333333,WR,197.21992187499984,0,0,2,no_history,16.837500000000002,17,11.481818181818182,11,7.8125,8,0.599932173842731,0.599932173842731,00-0026189,2015,DeSean Jackson
2,12.033333333333335,11.866666666666667,5.444444444444445,0.49982196060271483,49,85.55555555555556,9.5625,0,0.75,2.2578125,2.1573889458078144,8,65.4765625,no,0.2326797385620915,0.10675381263616558,0.009800430600053232,381.4375,32.9375,4911.9375,328.22749999999996,1,3,0.5084745762711864,WR,-40.9792968749999,67.575,0.10176,2,7,13.973333333333333,15.9375,16.837500000000002,16,6.333333333333333,7.8125,0.5366496535591143,0.5366496535591143,00-0026189,2016,DeSean Jackson
2,9.900000000000002,12.033333333333335,6.666666666666667,0.48631142944854516,49,99.26666666666667,15.9375,-29,0.34,115.1484375,2.208343342703367,9,112.890625,yes,0.22394540942928043,0.12406947890818859,0.009050460845816597,750.125,30.8125,4425.3125,300.26250000000005,1,2,0.509090909090909,WR,238.1992187499999,0,0,2,other,11.866666666666667,9.5625,13.973333333333333,15,5.444444444444445,6.333333333333333,0.49982196060271483,0.49982196060271483,00-0026189,2017,DeSean Jackson
2,12.608333333333336,9.900000000000002,6.428571428571429,0.4465705609410827,49,103.14285714285714,14.875,0,0.15,219.0078125,0.5016221729221163,10,0,no,0.19548660084626238,0.12693935119887165,0.0088180364642809,647.0625,27.625,4894.9375,306.29749999999996,1,3,0.5,WR,407.37710937500003,0,0,2,other,12.033333333333335,15.9375,11.866666666666667,9,6.666666666666667,5.444444444444445,0.48631142944854516,0.48631142944854516,00-0026189,2018,DeSean Jackson
2,12.299999999999999,12.608333333333336,6.166666666666667,0.42834544115686407,49,118.41666666666667,12.75,-26,0.48,389.47265625,1.1666797099746098,11,100.47265625,yes,0.2740942028985508,0.13405797101449277,0.009311857416453566,480.25,34,5302.9375,348.1175,1,4,0.4880952380952381,WR,724.3288281249999,42.287499999999994,0.08155737704918033,2,5,9.900000000000002,14.875,12.033333333333335,15,6.428571428571429,6.666666666666667,0.4465705609410827,0.4465705609410827,00-0026189,2019,DeSean Jackson
2,8.96,12.299999999999999,3.3333333333333335,0.22865415269941436,49,49,3.1875,0,0.95,168.20703125,5.089693827535181,12,3.38671875,no,0.22363636363636363,0.06060606060606061,0.004157348230898443,69.0625,28.6875,4505,294.95000000000005,1,5,0.45,WR,263.48671874999997,65.34375,0.0825503355704698,2,5,12.608333333333336,12.75,9.900000000000002,14,6.166666666666667,6.428571428571429,0.42834544115686407,0.42834544115686407,00-0026189,2020,DeSean Jackson
2,4.7375,8.96,5.2,0.3458128129638616,49,86.4,5.3125,-8,0.68,221.265625,1.4674003957654345,13,49.671875,yes,0.160573476702509,0.0931899641577061,0.006197362239495728,190.1875,23.375,4824.8125,286.4925,1,5,0.3888888888888889,WR,362.3789062500001,68.74375,0.10335463258785943,2,5,12.299999999999999,3.1875,12.608333333333336,12,3.3333333333333335,6.166666666666667,0.22865415269941436,0.22865415269941436,00-0026189,2021,DeSean Jackson
2,3.471428571428571,4.7375,2.125,0,49,40.4375,16,-17,0,155,0,14,75,yes,0.1880893300248139,0.08436724565756824,0,303,21,4267,254.68,1,15,0.45454545454545453,WR,192.80000000000018,43.7,0.07613240418118468,2,4,8.96,5.3125,12.299999999999999,3,5.2,3.3333333333333335,0.3458128129638616,0.3458128129638616,00-0026189,2022,DeSean Jackson
2,10.55625,9.225,5.625,0.37143166175268955,61,55.4375,17,-54,0,-20.3203125,0.795300758186694,5,121.921875,yes,0.1433009708737864,0.08737864077669903,0.005769812221401003,988.125,22.3125,3504.125,229.415,0,1,0.55,TE,94.60234375000002,6.5875,0.01150278293135436,9,1,0,0,0,0,0,0,0,0,00-0026201,2013,Martellus Bennett
2,13.85,10.55625,5.875,0.3307092063785752,61,40.4375,17,0,0,156.91796875,1.7280893678095322,6,103.859375,no,0.1603988603988604,0.0892687559354226,0.005025021179541503,1012.5625,34,4728.125,325.125,1,2,0.625,TE,335.28515625,37.1875,0.08728179551122195,9,7,9.225,17,0,0,5.625,0,0.37143166175268955,0.37143166175268955,00-0026201,2014,Martellus Bennett
2,10.445454545454545,13.85,8,0.45252854964617,61,49,17,0,0,133.2109375,0.027139301620868195,7,102.73046875,no,0.21024667931688804,0.12144212523719165,0.00686950359994186,1013.625,31.875,4287.1875,298.98749999999995,0,1,0.6521739130434783,TE,265.4058593749998,34.6375,0.04808259587020649,9,2,10.55625,17,9.225,16,5.875,5.625,0.3307092063785752,0.3307092063785752,00-0026201,2015,Martellus Bennett
2,10.506250000000001,10.445454545454545,7.2727272727272725,0.427383912325006,61,41,11.6875,106,0,33.8671875,-0.12957218521675723,8,156.91796875,yes,0.1391041162227603,0.09685230024213075,0.00569155331183422,771.375,41.4375,5763,396.27000000000004,1,17,0.5888888888888889,TE,-47.594687499999594,0,0,9,other,13.85,17,10.55625,16,8,5.875,0.45252854964617,0.45252854964617,00-0026201,2016,Martellus Bennett
2,6.511111111111112,10.506250000000001,4.5625,0.2683556526521211,61,24.125,17,70,0,187.3984375,2.4373116066573077,9,180.625,yes,0.1738366080661841,0.07549120992761117,0.004440217624026822,921.1875,52.0625,5789.5625,439.83250000000004,1,12,0.6626506024096386,TE,500.5570312500002,0,0,9,other,10.445454545454545,11.6875,13.85,16,7.2727272727272725,8,0.427383912325006,0.427383912325006,00-0026201,2017,Martellus Bennett
3,5.486666666666666,6.541666666666667,4.083333333333333,0.3000277470622061,70,33.75,12.75,0,0.05,-20.3203125,0.6189678963338983,4,121.921875,no,0.15154440154440155,0.0945945945945946,0.0069504497388928055,444.125,22.3125,3504.125,229.415,0,1,0.4915254237288136,WR,94.60234375000002,6.5875,0.01150278293135436,4,1,0,0,0,0,0,0,0,0,00-0026210,2013,Earl Bennett
3,12.606250000000001,5.593333333333334,3.933333333333333,0.22405900068302476,84,34.6,15.9375,0,0,53.05859375,-0.12507323473457924,5,6.7734375,no,0.12230320699708455,0.08600583090379009,0.0048992492860719696,622.625,40.375,5700.3125,389.51250000000005,1,6,0.5507246376811594,WR,374.68398437499997,73.3125,0.09871244635193133,1,7,0,0,0,0,0,0,0,0,00-0026224,2013,Harry Douglas
3,10.049999999999999,12.606250000000001,8.25,0.4977297303801914,84,69.1875,17,0,0,188.52734375,1.1407728224611124,6,24.8359375,no,0.19658869395711503,0.1286549707602339,0.007761867140431835,983.875,27.625,4833.3125,303.83250000000004,1,7,0.5985915492957746,WR,278.8398437499999,61.625,0.07702523240371846,1,7,5.593333333333334,15.9375,0,0,3.933333333333333,0,0.22405900068302476,0.22405900068302476,00-0026224,2014,Harry Douglas
3,6.321428571428572,10.049999999999999,6.166666666666667,0.37316529733133313,84,51.166666666666664,12.75,-119,0.64,98.21484375,0.29442712119006886,7,127.56640625,yes,0.18356164383561643,0.1126331811263318,0.006815804517467272,591.8125,21.25,3971.625,243.865,0,1,0.6071428571428571,WR,192.93007812499997,0,0,1,no_history,12.606250000000001,17,5.593333333333334,15,8.25,3.933333333333333,0.4977297303801914,0.4977297303801914,00-0026224,2015,Harry Douglas
3,3.272727272727273,6.321428571428572,5.142857142857143,0.34887545023924765,84,61.92857142857143,14.875,0,0.16,30.48046875,0.09598991210559064,8,193.04296875,no,0.1084558823529412,0.08823529411764706,0.005985608214889053,760.75,26.5625,4136.3125,271.7025,1,2,0.43902439024390244,WR,-82.07148437499998,12.75,0.025157232704402517,1,2,10.049999999999999,12.75,12.606250000000001,16,6.166666666666667,8.25,0.37316529733133313,0.37316529733133313,00-0026224,2016,Harry Douglas
3,0.9,3.272727272727273,2,0.12996582522967073,84,20.818181818181817,11.6875,0,1.33,4.515625,-0.1924441676951987,9,23.70703125,no,0.10682492581602374,0.06528189910979229,0.004242207945182131,251.8125,30.8125,3952.5,281.35,1,3,0.46875,WR,79.92656250000002,45.58125,0.07473867595818814,1,4,6.321428571428572,14.875,10.049999999999999,12,5.142857142857143,6.166666666666667,0.34887545023924765,0.34887545023924765,00-0026224,2017,Harry Douglas
3,0.16666666666666666,3.7666666666666675,2.2,0.14502150625015273,85,18.266666666666666,15.9375,0,0,54.1875,1.1996679951370146,5,45.15625,no,0.08692307692307695,0.05076923076923077,0.003346650144234294,584.375,18.0625,3800.5625,224.2725,1,3,0.5348837209302325,TE,194.39765624999998,0,0,10,other,0,0,0,0,0,0,0,0,00-0026225,2013,Craig Stevens
3,0.9199999999999999,0.16666666666666666,0.4,0.027088430063373296,85,1.8666666666666667,15.9375,0,0,150.14453125,-0.25006146570667626,6,191.9140625,no,0.004816955684007707,0.011560693641618497,7.829026029876675e-4,445.1875,23.375,3941.875,251.175,0,1,0.125,TE,164.9332031249998,0,0,10,other,3.7666666666666675,15.9375,0,0,2.2,0,0.14502150625015273,0.14502150625015273,00-0026225,2014,Craig Stevens
3,2.25625,0.9199999999999999,0.4,0.021363636363636362,85,1.8,5.3125,0,0,98.21484375,0.4725038047647104,7,127.56640625,no,0.027218934911242602,0.011834319526627219,6.320602474448628e-4,73.3125,21.25,3971.625,243.865,0,1,0.16666666666666666,TE,192.93007812499997,0,0,10,no_history,0.16666666666666666,15.9375,3.7666666666666675,15,0.4,2.2,0.027088430063373296,0.027088430063373296,00-0026225,2015,Craig Stevens
3,12.166666666666666,8.60625,5.4375,0.35508050278343806,91,45,17,0,0,50.80078125,1.1888720806822695,5,0,no,0.17430379746835442,0.11012658227848102,0.007191503853841783,733.125,45.6875,5177.5625,389.85249999999996,1,8,0.6288659793814433,TE,472.22148437499993,52.7,0.07065527065527066,10,7,0,0,0,0,0,0,0,0,00-0026231,2013,Jermichael Finley
3,2.9166666666666665,8.108333333333334,4.75,0.3866567870583797,95,45.25,12.75,0,0.19,-68.86328125,0.6431537746600727,5,191.9140625,no,0.21015118790496762,0.12311015118790497,0.010021342213176148,385.6875,28.6875,4620.8125,299.58250000000004,1,3,0.6268656716417911,WR,158.49843750000008,0,0,4,no_history,0,0,0,0,0,0,0,0,00-0026235,2013,Mario Manningham
3,3.41875,1.05,1,0.07447402548075396,97,11.75,4.25,0,0.12,81.28125,-0.37796033508493565,5,197.55859375,no,0.02413793103448276,0.022988505747126436,0.0017120465627759533,78.625,42.5,5271.0625,380.8425,1,3,0.07142857142857142,WR,471.3183593749998,86.16874999999999,0.12213855421686746,2,8,0,0,0,0,0,0,0,0,00-0026237,2013,Andre Caldwell
